"Name","algorithm","alpha","seed","tau","tau_decay","Episode_return"
"q_learning_alpha0.48169019348128295_tau2.1673487436000904_tau_decay0.9057015360618196_seed40","q_learning","0.48169019348128295","40","2.1673487436000904","0.9057015360618196","-500"
"q_learning_alpha0.18875240163121443_tau2.839165764762682_tau_decay0.9235045556427436_seed40","q_learning","0.18875240163121443","40","2.839165764762682","0.9235045556427436","-500"
"q_learning_alpha0.5012919189420413_tau0.9488275515712512_tau_decay0.984868227659888_seed40","q_learning","0.5012919189420413","40","0.9488275515712512","0.984868227659888","-249"
"q_learning_alpha0.4106300389972394_tau0.7702607660066898_tau_decay0.9818875493048036_seed50","q_learning","0.4106300389972394","50","0.7702607660066898","0.9818875493048036","-241"
"q_learning_alpha0.07637839647358484_tau2.603902782597159_tau_decay0.9843953948528266_seed40","q_learning","0.07637839647358484","40","2.603902782597159","0.9843953948528266","-500"
"q_learning_alpha0.13508553976347487_tau1.182611496316478_tau_decay0.9607320044852992_seed50","q_learning","0.13508553976347487","50","1.182611496316478","0.9607320044852992","-236"
"q_learning_alpha0.6123089079776796_tau3.093068548081583_tau_decay0.9126933815089724_seed10","q_learning","0.6123089079776796","10","3.093068548081583","0.9126933815089724","-500"
"q_learning_alpha0.6693813123554938_tau2.8080748788297285_tau_decay0.9020561022007312_seed20","q_learning","0.6693813123554938","20","2.8080748788297285","0.9020561022007312","-500"
"q_learning_alpha0.3139137622425861_tau2.6810186460755534_tau_decay0.932658337884357_seed10","q_learning","0.3139137622425861","10","2.6810186460755534","0.932658337884357","-500"
"q_learning_alpha0.987152735929405_tau2.619631140983561_tau_decay0.9443007768893223_seed20","q_learning","0.987152735929405","20","2.619631140983561","0.9443007768893223","-500"
"q_learning_alpha0.07191316746215073_tau1.2594428051518158_tau_decay0.9316242062987964_seed50","q_learning","0.07191316746215073","50","1.2594428051518158","0.9316242062987964","-250"
"q_learning_alpha0.32432236423436084_tau0.8574981216431264_tau_decay0.9203348545945136_seed20","q_learning","0.32432236423436084","20","0.8574981216431264","0.9203348545945136","-463"
"q_learning_alpha0.5059953086607714_tau1.0694344222252483_tau_decay0.9289384593017652_seed10","q_learning","0.5059953086607714","10","1.0694344222252483","0.9289384593017652","-500"
"q_learning_alpha0.7010169566296771_tau1.2855000166940311_tau_decay0.9240253015518533_seed10","q_learning","0.7010169566296771","10","1.2855000166940311","0.9240253015518533","-270"
"q_learning_alpha0.618360629294729_tau0.9173337083648851_tau_decay0.9178928014963896_seed10","q_learning","0.618360629294729","10","0.9173337083648851","0.9178928014963896","-98"
"q_learning_alpha0.6818332075409446_tau0.6693238784779308_tau_decay0.933374111427556_seed10","q_learning","0.6818332075409446","10","0.6693238784779308","0.933374111427556","-95"
"q_learning_alpha0.39267368368202576_tau0.6257591693544784_tau_decay0.9032753906375278_seed10","q_learning","0.39267368368202576","10","0.6257591693544784","0.9032753906375278","-142"
"q_learning_alpha0.770696142808565_tau0.5295721156887254_tau_decay0.9363015398940872_seed10","q_learning","0.770696142808565","10","0.5295721156887254","0.9363015398940872","-153"
"q_learning_alpha0.7959968036491307_tau0.8600677733203463_tau_decay0.9224285450711018_seed10","q_learning","0.7959968036491307","10","0.8600677733203463","0.9224285450711018","-166"
"q_learning_alpha0.7043618066761677_tau0.8800926016580941_tau_decay0.928750745368534_seed10","q_learning","0.7043618066761677","10","0.8800926016580941","0.928750745368534","-95"
"q_learning_alpha0.4798120523886908_tau0.7481074563914292_tau_decay0.9277920476779734_seed10","q_learning","0.4798120523886908","10","0.7481074563914292","0.9277920476779734","-156"
"q_learning_alpha0.5660567927160556_tau0.7239146315138236_tau_decay0.9188595622753576_seed10","q_learning","0.5660567927160556","10","0.7239146315138236","0.9188595622753576","-154"
"q_learning_alpha0.28484100835878945_tau0.7793961108669276_tau_decay0.9151176917015466_seed20","q_learning","0.28484100835878945","20","0.7793961108669276","0.9151176917015466","-198"
"q_learning_alpha0.31705231515242993_tau0.5735321324260213_tau_decay0.9178106328561674_seed20","q_learning","0.31705231515242993","20","0.5735321324260213","0.9178106328561674","-124"
"q_learning_alpha0.6170028885969726_tau0.521293617093085_tau_decay0.9106507594423044_seed20","q_learning","0.6170028885969726","20","0.521293617093085","0.9106507594423044","-129"
"q_learning_alpha0.4007163038591413_tau0.6798625419373323_tau_decay0.9090115732401628_seed20","q_learning","0.4007163038591413","20","0.6798625419373323","0.9090115732401628","-130"
"q_learning_alpha0.3725031495571545_tau0.5051634346464147_tau_decay0.9235611308042528_seed20","q_learning","0.3725031495571545","20","0.5051634346464147","0.9235611308042528","-140"
"q_learning_alpha0.5511395446729872_tau1.3875239179625825_tau_decay0.9204629225436508_seed10","q_learning","0.5511395446729872","10","1.3875239179625825","0.9204629225436508","-183"
"q_learning_alpha0.5480041705290408_tau0.7033151980702725_tau_decay0.9123472311488068_seed20","q_learning","0.5480041705290408","20","0.7033151980702725","0.9123472311488068","-127"
"q_learning_alpha0.1795922977446199_tau0.8890070516415904_tau_decay0.9001362991403283_seed10","q_learning","0.1795922977446199","10","0.8890070516415904","0.9001362991403283","-171"
"q_learning_alpha0.5470216684615645_tau0.9555238625018526_tau_decay0.9174571554214674_seed10","q_learning","0.5470216684615645","10","0.9555238625018526","0.9174571554214674","-158"
"q_learning_alpha0.3739412206424432_tau0.5517963373751253_tau_decay0.920163154901836_seed20","q_learning","0.3739412206424432","20","0.5517963373751253","0.920163154901836","-124"
"q_learning_alpha0.3199803391169825_tau0.728445244842389_tau_decay0.902622945864184_seed20","q_learning","0.3199803391169825","20","0.728445244842389","0.902622945864184","-175"
"q_learning_alpha0.2866569523853405_tau1.048898530818808_tau_decay0.9100581776947758_seed20","q_learning","0.2866569523853405","20","1.048898530818808","0.9100581776947758","-251"
"q_learning_alpha0.4677240555069138_tau1.0022981365830572_tau_decay0.9181115250629472_seed10","q_learning","0.4677240555069138","10","1.0022981365830572","0.9181115250629472","-236"
"q_learning_alpha0.4008852735893469_tau0.9124253207548562_tau_decay0.9045877585422438_seed20","q_learning","0.4008852735893469","20","0.9124253207548562","0.9045877585422438","-218"
"q_learning_alpha0.1607018873423555_tau0.5872059335753924_tau_decay0.9405779962952244_seed50","q_learning","0.1607018873423555","50","0.5872059335753924","0.9405779962952244","-166"
"q_learning_alpha0.466114543396745_tau0.6608566398405484_tau_decay0.9197693925005336_seed20","q_learning","0.466114543396745","20","0.6608566398405484","0.9197693925005336","-126"
"q_learning_alpha0.5698461944813461_tau1.1654520736217049_tau_decay0.9019440508035615_seed10","q_learning","0.5698461944813461","10","1.1654520736217049","0.9019440508035615","-277"
"q_learning_alpha0.3788655231446443_tau1.085284392845067_tau_decay0.9313852782809972_seed10","q_learning","0.3788655231446443","10","1.085284392845067","0.9313852782809972","-244"
"q_learning_alpha0.5062358341884354_tau0.6787230310550136_tau_decay0.9186092297710152_seed10","q_learning","0.5062358341884354","10","0.6787230310550136","0.9186092297710152","-165"
"q_learning_alpha0.29062837526350793_tau0.7755225287788521_tau_decay0.9119362220166214_seed10","q_learning","0.29062837526350793","10","0.7755225287788521","0.9119362220166214","-96"
"q_learning_alpha0.5547276328382078_tau1.166684156387077_tau_decay0.91989939633296_seed10","q_learning","0.5547276328382078","10","1.166684156387077","0.91989939633296","-97"
"q_learning_alpha0.5281445102617637_tau0.8728875084920398_tau_decay0.9285161473981878_seed20","q_learning","0.5281445102617637","20","0.8728875084920398","0.9285161473981878","-407"
"q_learning_alpha0.44387044662044367_tau0.7917325103908408_tau_decay0.9259047891503512_seed20","q_learning","0.44387044662044367","20","0.7917325103908408","0.9259047891503512","-111"
"q_learning_alpha0.34976133280763755_tau1.0459688208611684_tau_decay0.9110874206842126_seed20","q_learning","0.34976133280763755","20","1.0459688208611684","0.9110874206842126","-181"
"q_learning_alpha0.62694479826385_tau0.7347974011609285_tau_decay0.9194604593107164_seed10","q_learning","0.62694479826385","10","0.7347974011609285","0.9194604593107164","-146"
"q_learning_alpha0.4314796512877098_tau0.6325644437444486_tau_decay0.9317472062931208_seed10","q_learning","0.4314796512877098","10","0.6325644437444486","0.9317472062931208","-160"
"q_learning_alpha0.4360161558832699_tau0.6219352719983043_tau_decay0.9270816345547158_seed20","q_learning","0.4360161558832699","20","0.6219352719983043","0.9270816345547158","-131"
"q_learning_alpha0.5727660566097855_tau0.9423088071401502_tau_decay0.9226219412797406_seed10","q_learning","0.5727660566097855","10","0.9423088071401502","0.9226219412797406","-94"
"q_learning_alpha0.536577782003981_tau0.7700516278734753_tau_decay0.9169064400306935_seed10","q_learning","0.536577782003981","10","0.7700516278734753","0.9169064400306935","-100"
"q_learning_alpha0.08975588859820455_tau0.8506657686977324_tau_decay0.9178092159406604_seed10","q_learning","0.08975588859820455","10","0.8506657686977324","0.9178092159406604","-243"
"q_learning_alpha0.4729652374571285_tau0.6991431605939162_tau_decay0.9122392993381504_seed20","q_learning","0.4729652374571285","20","0.6991431605939162","0.9122392993381504","-120"
"q_learning_alpha0.3949577779314053_tau0.7190527031440779_tau_decay0.9125724256622448_seed20","q_learning","0.3949577779314053","20","0.7190527031440779","0.9125724256622448","-112"
"q_learning_alpha0.5002366440081604_tau0.8445204143283462_tau_decay0.915403070613128_seed20","q_learning","0.5002366440081604","20","0.8445204143283462","0.915403070613128","-117"
"q_learning_alpha0.06358525766971444_tau0.9724342423274988_tau_decay0.9544386338338984_seed40","q_learning","0.06358525766971444","40","0.9724342423274988","0.9544386338338984","-234"
"q_learning_alpha0.1510882140433685_tau0.572413719220527_tau_decay0.9492817802179124_seed50","q_learning","0.1510882140433685","50","0.572413719220527","0.9492817802179124","-150"
"q_learning_alpha0.4838270172552375_tau0.5639625591135339_tau_decay0.9215568762676424_seed20","q_learning","0.4838270172552375","20","0.5639625591135339","0.9215568762676424","-106"
"q_learning_alpha0.238962121354506_tau0.8805079404434604_tau_decay0.9405922673478272_seed30","q_learning","0.238962121354506","30","0.8805079404434604","0.9405922673478272","-269"
"q_learning_alpha0.03944235406670685_tau0.9849605839641262_tau_decay0.9768243577249162_seed30","q_learning","0.03944235406670685","30","0.9849605839641262","0.9768243577249162","-268"
"q_learning_alpha0.6402462140296533_tau1.715379636809456_tau_decay0.9271356642050066_seed50","q_learning","0.6402462140296533","50","1.715379636809456","0.9271356642050066","-423"
"q_learning_alpha0.23992348398041455_tau0.5616777418800238_tau_decay0.9484490751457708_seed40","q_learning","0.23992348398041455","40","0.5616777418800238","0.9484490751457708","-114"
"q_learning_alpha0.6859098237436525_tau3.288839206432463_tau_decay0.9258025369920329_seed30","q_learning","0.6859098237436525","30","3.288839206432463","0.9258025369920329","-500"
"q_learning_alpha0.3821919262492423_tau0.8077303268970177_tau_decay0.9251977521403328_seed20","q_learning","0.3821919262492423","20","0.8077303268970177","0.9251977521403328","-127"
"q_learning_alpha0.9178688395219888_tau1.5498314263661512_tau_decay0.9657452394703898_seed20","q_learning","0.9178688395219888","20","1.5498314263661512","0.9657452394703898","-500"
"q_learning_alpha0.9388593753387028_tau3.785835085574488_tau_decay0.9170472423295436_seed20","q_learning","0.9388593753387028","20","3.785835085574488","0.9170472423295436","-500"
"q_learning_alpha0.8633367923062232_tau1.4492856865856276_tau_decay0.9476030839488474_seed30","q_learning","0.8633367923062232","30","1.4492856865856276","0.9476030839488474","-500"
"q_learning_alpha0.5036035101416492_tau0.9549664351295056_tau_decay0.922390767094456_seed30","q_learning","0.5036035101416492","30","0.9549664351295056","0.922390767094456","-500"
"q_learning_alpha0.44866504930793527_tau3.534858287114299_tau_decay0.9554518513654292_seed30","q_learning","0.44866504930793527","30","3.534858287114299","0.9554518513654292","-500"
"q_learning_alpha0.5598459594580854_tau1.9396359730828927_tau_decay0.9653811890532774_seed30","q_learning","0.5598459594580854","30","1.9396359730828927","0.9653811890532774","-500"
"q_learning_alpha0.8249913138934326_tau2.342702461976923_tau_decay0.9012575352664608_seed10","q_learning","0.8249913138934326","10","2.342702461976923","0.9012575352664608","-500"
"q_learning_alpha0.9546157582748328_tau0.9487004809047846_tau_decay0.9334119628543543_seed50","q_learning","0.9546157582748328","50","0.9487004809047846","0.9334119628543543","-500"
"q_learning_alpha0.6325983780837409_tau3.797630219983488_tau_decay0.9370582705035768_seed40","q_learning","0.6325983780837409","40","3.797630219983488","0.9370582705035768","-500"
"q_learning_alpha0.8121976029405673_tau1.984281445296201_tau_decay0.9002829850186568_seed20","q_learning","0.8121976029405673","20","1.984281445296201","0.9002829850186568","-500"
"q_learning_alpha0.44181442115626895_tau2.737393180868174_tau_decay0.989108506142608_seed50","q_learning","0.44181442115626895","50","2.737393180868174","0.989108506142608","-500"
"q_learning_alpha0.7817060849018698_tau3.342780563696409_tau_decay0.9375829402691308_seed20","q_learning","0.7817060849018698","20","3.342780563696409","0.9375829402691308","-500"
