"Name","algorithm","alpha","epsilon","epsilon_decay","seed","Episode_return"
"sarsa_alpha0.5873351575428284_epsilon0.08323558504822177_epsilon_decay0.9327802900266172_seed40","sarsa","0.5873351575428284","0.08323558504822177","0.9327802900266172","40","-319"
"sarsa_alpha0.3785662030078578_epsilon0.18999262243168777_epsilon_decay0.9200335807122328_seed10","sarsa","0.3785662030078578","0.18999262243168777","0.9200335807122328","10","-339"
"sarsa_alpha0.816621024608559_epsilon0.04394357697848483_epsilon_decay0.9451427263543468_seed40","sarsa","0.816621024608559","0.04394357697848483","0.9451427263543468","40","-397"
"sarsa_alpha0.19663688907443_epsilon0.17608084613605782_epsilon_decay0.9634202323631506_seed50","sarsa","0.19663688907443","0.17608084613605782","0.9634202323631506","50","-178"
"sarsa_alpha0.6411458775963412_epsilon0.03771970132167382_epsilon_decay0.9008083972893752_seed10","sarsa","0.6411458775963412","0.03771970132167382","0.9008083972893752","10","-334"
"sarsa_alpha0.5361034159633835_epsilon0.012005949421422262_epsilon_decay0.9404957591957248_seed20","sarsa","0.5361034159633835","0.012005949421422262","0.9404957591957248","20","-194"
"sarsa_alpha0.6073573942899898_epsilon0.16248855355997602_epsilon_decay0.986037913148582_seed20","sarsa","0.6073573942899898","0.16248855355997602","0.986037913148582","20","-500"
"sarsa_alpha0.21968255911083592_epsilon0.14265565869207117_epsilon_decay0.97047608728978_seed30","sarsa","0.21968255911083592","0.14265565869207117","0.97047608728978","30","-193"
"sarsa_alpha0.12270448215964432_epsilon0.1841713454716823_epsilon_decay0.909657476794562_seed30","sarsa","0.12270448215964432","0.1841713454716823","0.909657476794562","30","-192"
"sarsa_alpha0.5113392901389072_epsilon0.06070213306005967_epsilon_decay0.916954811722996_seed40","sarsa","0.5113392901389072","0.06070213306005967","0.916954811722996","40","-239"
"sarsa_alpha0.3355032088006675_epsilon0.09385827711430755_epsilon_decay0.9170011937485808_seed30","sarsa","0.3355032088006675","0.09385827711430755","0.9170011937485808","30","-246"
"sarsa_alpha0.014405729433856457_epsilon0.12308096846767216_epsilon_decay0.9021987220340888_seed30","sarsa","0.014405729433856457","0.12308096846767216","0.9021987220340888","30","-196"
"sarsa_alpha0.6044766347568938_epsilon0.05499842844236581_epsilon_decay0.9402668554642856_seed50","sarsa","0.6044766347568938","0.05499842844236581","0.9402668554642856","50","-248"
"sarsa_alpha0.21844452477009776_epsilon0.07129780265582934_epsilon_decay0.969377025264901_seed50","sarsa","0.21844452477009776","0.07129780265582934","0.969377025264901","50","-219"
"sarsa_alpha0.40583546121623326_epsilon0.16667555127190842_epsilon_decay0.9860647338628576_seed10","sarsa","0.40583546121623326","0.16667555127190842","0.9860647338628576","10","-247"
"sarsa_alpha0.9133990252291464_epsilon0.1450035490008526_epsilon_decay0.9374885235892848_seed40","sarsa","0.9133990252291464","0.1450035490008526","0.9374885235892848","40","-500"
"sarsa_alpha0.08036346683951541_epsilon0.145136000362169_epsilon_decay0.9748493811599476_seed40","sarsa","0.08036346683951541","0.145136000362169","0.9748493811599476","40","-154"
"sarsa_alpha0.030261900903086253_epsilon0.03637074099457533_epsilon_decay0.9599267706485838_seed40","sarsa","0.030261900903086253","0.03637074099457533","0.9599267706485838","40","-159"
"sarsa_alpha0.09480532776366546_epsilon0.11045889527025772_epsilon_decay0.9453308545484757_seed30","sarsa","0.09480532776366546","0.11045889527025772","0.9453308545484757","30","-183"
"sarsa_alpha0.7298930194797931_epsilon0.14473882784801922_epsilon_decay0.9086153925259912_seed50","sarsa","0.7298930194797931","0.14473882784801922","0.9086153925259912","50","-500"
"sarsa_alpha0.20742985266751857_epsilon0.16748915937929787_epsilon_decay0.918620198755438_seed30","sarsa","0.20742985266751857","0.16748915937929787","0.918620198755438","30","-202"
"sarsa_alpha0.3355528460494089_epsilon0.021009627472159793_epsilon_decay0.9769180778499116_seed50","sarsa","0.3355528460494089","0.021009627472159793","0.9769180778499116","50","-218"
"sarsa_alpha0.0821462646919324_epsilon0.12211557960043144_epsilon_decay0.9741117053993298_seed40","sarsa","0.0821462646919324","0.12211557960043144","0.9741117053993298","40","-212"
"sarsa_alpha0.4142242737467117_epsilon0.06367401892032698_epsilon_decay0.9695848388921084_seed40","sarsa","0.4142242737467117","0.06367401892032698","0.9695848388921084","40","-298"
"sarsa_alpha0.40063024648655365_epsilon0.08677434883959996_epsilon_decay0.9196717457978548_seed50","sarsa","0.40063024648655365","0.08677434883959996","0.9196717457978548","50","-228"
"sarsa_alpha0.5004388973496675_epsilon0.0798479000292168_epsilon_decay0.9656774839487628_seed40","sarsa","0.5004388973496675","0.0798479000292168","0.9656774839487628","40","-315"
"sarsa_alpha0.761563041408667_epsilon0.02691010997167416_epsilon_decay0.9283035156333428_seed20","sarsa","0.761563041408667","0.02691010997167416","0.9283035156333428","20","-314"
"sarsa_alpha0.8593572748117516_epsilon0.13873848905731576_epsilon_decay0.9825961124938568_seed40","sarsa","0.8593572748117516","0.13873848905731576","0.9825961124938568","40","-500"
"sarsa_alpha0.14945906803428655_epsilon0.04224321696088767_epsilon_decay0.90311198387528_seed30","sarsa","0.14945906803428655","0.04224321696088767","0.90311198387528","30","-182"
"sarsa_alpha0.06322660643989278_epsilon0.12527962774090382_epsilon_decay0.9603064453819948_seed50","sarsa","0.06322660643989278","0.12527962774090382","0.9603064453819948","50","-214"
"sarsa_alpha0.06574874522766497_epsilon0.12594426693104657_epsilon_decay0.9616440107679886_seed50","sarsa","0.06574874522766497","0.12594426693104657","0.9616440107679886","50","-143"
"sarsa_alpha0.15758097788852823_epsilon0.130970132713551_epsilon_decay0.9647233822873365_seed50","sarsa","0.15758097788852823","0.130970132713551","0.9647233822873365","50","-149"
"sarsa_alpha0.10209862649359588_epsilon0.09270207494541384_epsilon_decay0.938592705906503_seed40","sarsa","0.10209862649359588","0.09270207494541384","0.938592705906503","40","-205"
"sarsa_alpha0.0947303909766494_epsilon0.111617484120599_epsilon_decay0.9535448672337756_seed50","sarsa","0.0947303909766494","0.111617484120599","0.9535448672337756","50","-155"
"sarsa_alpha0.07245384225869882_epsilon0.1202864952086307_epsilon_decay0.9332220562036802_seed50","sarsa","0.07245384225869882","0.1202864952086307","0.9332220562036802","50","-155"
"sarsa_alpha0.05966046234088715_epsilon0.1388785766155542_epsilon_decay0.9453126824333398_seed50","sarsa","0.05966046234088715","0.1388785766155542","0.9453126824333398","50","-154"
"sarsa_alpha0.03971171163137152_epsilon0.1572438599944652_epsilon_decay0.93383779271665_seed50","sarsa","0.03971171163137152","0.1572438599944652","0.93383779271665","50","-146"
"sarsa_alpha0.20605909857761903_epsilon0.12405854143453482_epsilon_decay0.925966838683964_seed30","sarsa","0.20605909857761903","0.12405854143453482","0.925966838683964","30","-203"
"sarsa_alpha0.1327698499637865_epsilon0.18336615599301348_epsilon_decay0.916048446931772_seed30","sarsa","0.1327698499637865","0.18336615599301348","0.916048446931772","30","-186"
"sarsa_alpha0.02379876508558651_epsilon0.17421170428627022_epsilon_decay0.9159761040952288_seed40","sarsa","0.02379876508558651","0.17421170428627022","0.9159761040952288","40","-236"
"sarsa_alpha0.11804438909709011_epsilon0.19155080593271645_epsilon_decay0.9208280202310372_seed50","sarsa","0.11804438909709011","0.19155080593271645","0.9208280202310372","50","-244"
"sarsa_alpha0.08529118395850516_epsilon0.19782859180459805_epsilon_decay0.9224423843846044_seed50","sarsa","0.08529118395850516","0.19782859180459805","0.9224423843846044","50","-153"
"sarsa_alpha0.03049022445399481_epsilon0.18646915852978457_epsilon_decay0.9361977873916132_seed40","sarsa","0.03049022445399481","0.18646915852978457","0.9361977873916132","40","-221"
"sarsa_alpha0.03250168725686536_epsilon0.19383249375834016_epsilon_decay0.9210225340190182_seed50","sarsa","0.03250168725686536","0.19383249375834016","0.9210225340190182","50","-154"
"sarsa_alpha0.021007966038278827_epsilon0.16911288671124236_epsilon_decay0.9100673751629118_seed50","sarsa","0.021007966038278827","0.16911288671124236","0.9100673751629118","50","-223"
"sarsa_alpha0.0197318286336952_epsilon0.1736919960845199_epsilon_decay0.921287840720566_seed50","sarsa","0.0197318286336952","0.1736919960845199","0.921287840720566","50","-159"
"sarsa_alpha0.01403083092963726_epsilon0.19739079520665528_epsilon_decay0.9057538738359352_seed50","sarsa","0.01403083092963726","0.19739079520665528","0.9057538738359352","50","-156"
"sarsa_alpha0.16806740856257127_epsilon0.1930513286105043_epsilon_decay0.9012937627523376_seed20","sarsa","0.16806740856257127","0.1930513286105043","0.9012937627523376","20","-263"
"sarsa_alpha0.04744034926094816_epsilon0.17901279002927462_epsilon_decay0.9225085343235712_seed30","sarsa","0.04744034926094816","0.17901279002927462","0.9225085343235712","30","-176"
"sarsa_alpha0.14745651701976673_epsilon0.17414236856793738_epsilon_decay0.9122941197104728_seed30","sarsa","0.14745651701976673","0.17414236856793738","0.9122941197104728","30","-174"
"sarsa_alpha0.13212528669036866_epsilon0.18998641778141048_epsilon_decay0.9459964735377956_seed10","sarsa","0.13212528669036866","0.18998641778141048","0.9459964735377956","10","-236"
"sarsa_alpha0.31674731967789077_epsilon0.1991563786767547_epsilon_decay0.9499258810103898_seed30","sarsa","0.31674731967789077","0.1991563786767547","0.9499258810103898","30","-261"
"sarsa_alpha0.6450977066829573_epsilon0.04743595899886603_epsilon_decay0.956338614749218_seed10","sarsa","0.6450977066829573","0.04743595899886603","0.956338614749218","10","-500"
"sarsa_alpha0.8677667204314388_epsilon0.09447138745866213_epsilon_decay0.9276048988966512_seed40","sarsa","0.8677667204314388","0.09447138745866213","0.9276048988966512","40","-500"
"sarsa_alpha0.2127503583185392_epsilon0.18919155427675713_epsilon_decay0.9430711477356818_seed20","sarsa","0.2127503583185392","0.18919155427675713","0.9430711477356818","20","-202"
