"Name","algorithm","alpha","epsilon","epsilon_decay","seed","Episode_return"
"sarsa_alpha0.9234246322761964_epsilon0.1487725921389271_epsilon_decay0.9352505952733576_seed20","sarsa","0.9234246322761964","0.1487725921389271","0.9352505952733576","20","33"
"sarsa_alpha0.06926155093943805_epsilon0.02843328891427975_epsilon_decay0.9623181378642792_seed40","sarsa","0.06926155093943805","0.02843328891427975","0.9623181378642792","40","51"
"sarsa_alpha0.9511178544009752_epsilon0.1925994028501998_epsilon_decay0.9883274571916362_seed50","sarsa","0.9511178544009752","0.1925994028501998","0.9883274571916362","50","55"
"sarsa_alpha0.7411041685751177_epsilon0.08583009493593732_epsilon_decay0.9816271955272724_seed50","sarsa","0.7411041685751177","0.08583009493593732","0.9816271955272724","50","27"
"sarsa_alpha0.26789563745141737_epsilon0.08763904264448145_epsilon_decay0.9275275707462316_seed40","sarsa","0.26789563745141737","0.08763904264448145","0.9275275707462316","40","479"
"sarsa_alpha0.7034391657696212_epsilon0.18332295490760905_epsilon_decay0.9409543614088643_seed10","sarsa","0.7034391657696212","0.18332295490760905","0.9409543614088643","10","75"
"sarsa_alpha0.9279473803353768_epsilon0.05366876228423388_epsilon_decay0.972540270810899_seed10","sarsa","0.9279473803353768","0.05366876228423388","0.972540270810899","10","19"
"sarsa_alpha0.023200149314440987_epsilon0.10338230621156148_epsilon_decay0.973715993962747_seed40","sarsa","0.023200149314440987","0.10338230621156148","0.973715993962747","40","57"
"sarsa_alpha0.9078694694211265_epsilon0.08295754012642437_epsilon_decay0.9379174777854208_seed40","sarsa","0.9078694694211265","0.08295754012642437","0.9379174777854208","40","43"
"sarsa_alpha0.9555949912555318_epsilon0.15995259062022427_epsilon_decay0.9546729459097116_seed10","sarsa","0.9555949912555318","0.15995259062022427","0.9546729459097116","10","12"
"sarsa_alpha0.8514890112570654_epsilon0.0931629792051651_epsilon_decay0.9113134117991364_seed50","sarsa","0.8514890112570654","0.0931629792051651","0.9113134117991364","50","20"
"sarsa_alpha0.5250559148196678_epsilon0.14674875955410996_epsilon_decay0.9602868472723456_seed30","sarsa","0.5250559148196678","0.14674875955410996","0.9602868472723456","30","94"
"sarsa_alpha0.35613451951741676_epsilon0.1195188456450217_epsilon_decay0.938454171706795_seed50","sarsa","0.35613451951741676","0.1195188456450217","0.938454171706795","50","196"
"sarsa_alpha0.10840584194160928_epsilon0.06835800588207845_epsilon_decay0.942851797582327_seed50","sarsa","0.10840584194160928","0.06835800588207845","0.942851797582327","50","224"
"sarsa_alpha0.5291763615123063_epsilon0.030558910214182385_epsilon_decay0.9611390100373512_seed20","sarsa","0.5291763615123063","0.030558910214182385","0.9611390100373512","20","56"
"sarsa_alpha0.5867907230874712_epsilon0.02880795640080188_epsilon_decay0.96532414337525_seed50","sarsa","0.5867907230874712","0.02880795640080188","0.96532414337525","50","62"
"sarsa_alpha0.13095661326211044_epsilon0.1786538868999533_epsilon_decay0.9110220584942782_seed10","sarsa","0.13095661326211044","0.1786538868999533","0.9110220584942782","10","224"
"sarsa_alpha0.316739035608282_epsilon0.08199767312901039_epsilon_decay0.9870419107504014_seed10","sarsa","0.316739035608282","0.08199767312901039","0.9870419107504014","10","151"
"sarsa_alpha0.8346994925439688_epsilon0.08079159348745167_epsilon_decay0.9501651022814268_seed20","sarsa","0.8346994925439688","0.08079159348745167","0.9501651022814268","20","23"
"sarsa_alpha0.7767194285644453_epsilon0.17392481933969747_epsilon_decay0.9447789515188776_seed20","sarsa","0.7767194285644453","0.17392481933969747","0.9447789515188776","20","154"
"sarsa_alpha0.8892180911587501_epsilon0.01431253310226135_epsilon_decay0.919478892227933_seed30","sarsa","0.8892180911587501","0.01431253310226135","0.919478892227933","30","11"
"sarsa_alpha0.3374805286654759_epsilon0.1959739252830227_epsilon_decay0.9472479460358658_seed20","sarsa","0.3374805286654759","0.1959739252830227","0.9472479460358658","20","61"
"sarsa_alpha0.4309286442220568_epsilon0.050645582914453_epsilon_decay0.9757001741748118_seed50","sarsa","0.4309286442220568","0.050645582914453","0.9757001741748118","50","229"
"sarsa_alpha0.6381675488382589_epsilon0.0959814943195656_epsilon_decay0.93227215993854_seed10","sarsa","0.6381675488382589","0.0959814943195656","0.93227215993854","10","150"
"sarsa_alpha0.26719203727092417_epsilon0.07924921750256654_epsilon_decay0.9727395059487_seed10","sarsa","0.26719203727092417","0.07924921750256654","0.9727395059487","10","500"
"sarsa_alpha0.5996435818561491_epsilon0.07099551435068299_epsilon_decay0.9599603044395608_seed50","sarsa","0.5996435818561491","0.07099551435068299","0.9599603044395608","50","82"
"sarsa_alpha0.7880946488320979_epsilon0.06693179496080047_epsilon_decay0.9470355111476918_seed20","sarsa","0.7880946488320979","0.06693179496080047","0.9470355111476918","20","18"
"sarsa_alpha0.5456994920051501_epsilon0.15830491440759586_epsilon_decay0.9183747087874649_seed40","sarsa","0.5456994920051501","0.15830491440759586","0.9183747087874649","40","169"
"sarsa_alpha0.11349061818363824_epsilon0.15180893059024042_epsilon_decay0.9489349101588108_seed40","sarsa","0.11349061818363824","0.15180893059024042","0.9489349101588108","40","58"
"sarsa_alpha0.8698331040640805_epsilon0.1671159480509923_epsilon_decay0.9838859810303044_seed10","sarsa","0.8698331040640805","0.1671159480509923","0.9838859810303044","10","31"
"sarsa_alpha0.5513608124380586_epsilon0.0554176700526457_epsilon_decay0.9266718258494948_seed40","sarsa","0.5513608124380586","0.0554176700526457","0.9266718258494948","40","38"
"sarsa_alpha0.042754798998624985_epsilon0.045837271534458594_epsilon_decay0.9147285748617184_seed10","sarsa","0.042754798998624985","0.045837271534458594","0.9147285748617184","10","29"
"sarsa_alpha0.49795587442096606_epsilon0.08714815812660642_epsilon_decay0.9596522131228687_seed30","sarsa","0.49795587442096606","0.08714815812660642","0.9596522131228687","30","137"
"sarsa_alpha0.25134335441153943_epsilon0.12649895359713914_epsilon_decay0.9832614176040132_seed40","sarsa","0.25134335441153943","0.12649895359713914","0.9832614176040132","40","44"
"sarsa_alpha0.13660304980986893_epsilon0.12911504097122695_epsilon_decay0.9684597083410732_seed20","sarsa","0.13660304980986893","0.12911504097122695","0.9684597083410732","20","381"
"sarsa_alpha0.10306674727006009_epsilon0.17409910938785292_epsilon_decay0.9563823227438204_seed20","sarsa","0.10306674727006009","0.17409910938785292","0.9563823227438204","20","173"
"sarsa_alpha0.5617330507769979_epsilon0.03052266844082146_epsilon_decay0.9299338606053232_seed50","sarsa","0.5617330507769979","0.03052266844082146","0.9299338606053232","50","306"
"sarsa_alpha0.4330828824468173_epsilon0.189364464975656_epsilon_decay0.9439622382555922_seed50","sarsa","0.4330828824468173","0.189364464975656","0.9439622382555922","50","195"
"sarsa_alpha0.4055144677186094_epsilon0.06019671982779301_epsilon_decay0.9377563009062015_seed50","sarsa","0.4055144677186094","0.06019671982779301","0.9377563009062015","50","485"
"sarsa_alpha0.37537016090408815_epsilon0.0959298936273414_epsilon_decay0.9132023537273194_seed50","sarsa","0.37537016090408815","0.0959298936273414","0.9132023537273194","50","129"
"sarsa_alpha0.39196803198206137_epsilon0.08313483895705091_epsilon_decay0.9886311596743004_seed30","sarsa","0.39196803198206137","0.08313483895705091","0.9886311596743004","30","97"
"sarsa_alpha0.44483717467023853_epsilon0.1364089086965444_epsilon_decay0.934301617674524_seed30","sarsa","0.44483717467023853","0.1364089086965444","0.934301617674524","30","51"
"sarsa_alpha0.5659195128042651_epsilon0.12871651477249138_epsilon_decay0.936330821085335_seed40","sarsa","0.5659195128042651","0.12871651477249138","0.936330821085335","40","253"
"sarsa_alpha0.5527618152377415_epsilon0.01902347483085651_epsilon_decay0.9447620077053972_seed30","sarsa","0.5527618152377415","0.01902347483085651","0.9447620077053972","30","36"
"sarsa_alpha0.8418460759293442_epsilon0.15264418940358246_epsilon_decay0.9853093651760176_seed30","sarsa","0.8418460759293442","0.15264418940358246","0.9853093651760176","30","25"
"sarsa_alpha0.025108702826737266_epsilon0.19491461055671613_epsilon_decay0.961948956432274_seed40","sarsa","0.025108702826737266","0.19491461055671613","0.961948956432274","40","61"
"sarsa_alpha0.7375857051087676_epsilon0.17406756644072274_epsilon_decay0.9246804357359436_seed30","sarsa","0.7375857051087676","0.17406756644072274","0.9246804357359436","30","105"
"sarsa_alpha0.10114218030033392_epsilon0.1163793395133622_epsilon_decay0.918504944879536_seed20","sarsa","0.10114218030033392","0.1163793395133622","0.918504944879536","20","77"
"sarsa_alpha0.9968136052180884_epsilon0.1354326595082357_epsilon_decay0.9380940203659932_seed10","sarsa","0.9968136052180884","0.1354326595082357","0.9380940203659932","10","62"
"sarsa_alpha0.3674295934672892_epsilon0.10615366252843364_epsilon_decay0.9650385491280288_seed20","sarsa","0.3674295934672892","0.10615366252843364","0.9650385491280288","20","137"
"sarsa_alpha0.5005334064976914_epsilon0.13846702100508598_epsilon_decay0.9046119822884688_seed50","sarsa","0.5005334064976914","0.13846702100508598","0.9046119822884688","50","149"
"sarsa_alpha0.5998538807280888_epsilon0.05482783385615763_epsilon_decay0.9173037158704754_seed50","sarsa","0.5998538807280888","0.05482783385615763","0.9173037158704754","50","159"
"sarsa_alpha0.7549167656180551_epsilon0.02353504720674083_epsilon_decay0.9832077360852448_seed50","sarsa","0.7549167656180551","0.02353504720674083","0.9832077360852448","50","30"
"sarsa_alpha0.47209573296516816_epsilon0.04774372129455796_epsilon_decay0.9881962224956622_seed30","sarsa","0.47209573296516816","0.04774372129455796","0.9881962224956622","30","100"
"sarsa_alpha0.8635596309104077_epsilon0.1782420544693572_epsilon_decay0.975806611985324_seed20","sarsa","0.8635596309104077","0.1782420544693572","0.975806611985324","20","42"
"sarsa_alpha0.22387728934632176_epsilon0.13621819830579815_epsilon_decay0.9128342684436218_seed40","sarsa","0.22387728934632176","0.13621819830579815","0.9128342684436218","40","292"
"sarsa_alpha0.30653882771242896_epsilon0.0631809974290448_epsilon_decay0.9428114268206856_seed20","sarsa","0.30653882771242896","0.0631809974290448","0.9428114268206856","20","104"
"sarsa_alpha0.14378562641255277_epsilon0.10017508440327907_epsilon_decay0.962988250270736_seed20","sarsa","0.14378562641255277","0.10017508440327907","0.962988250270736","20","113"
"sarsa_alpha0.1506525982442913_epsilon0.09713054658159742_epsilon_decay0.9600646796722913_seed10","sarsa","0.1506525982442913","0.09713054658159742","0.9600646796722913","10","118"
"sarsa_alpha0.32303985453135653_epsilon0.06424261163746843_epsilon_decay0.9658289188143464_seed10","sarsa","0.32303985453135653","0.06424261163746843","0.9658289188143464","10","293"
"sarsa_alpha0.33769038291396947_epsilon0.0827023757344516_epsilon_decay0.9782975842812168_seed20","sarsa","0.33769038291396947","0.0827023757344516","0.9782975842812168","20","188"
"sarsa_alpha0.43333600230822994_epsilon0.15306214652745703_epsilon_decay0.9671196519807322_seed10","sarsa","0.43333600230822994","0.15306214652745703","0.9671196519807322","10","233"
"sarsa_alpha0.56168531923472_epsilon0.05296226629377065_epsilon_decay0.9475140387095086_seed40","sarsa","0.56168531923472","0.05296226629377065","0.9475140387095086","40","205"
"sarsa_alpha0.23747902581054747_epsilon0.08254070909083844_epsilon_decay0.9711365741935372_seed10","sarsa","0.23747902581054747","0.08254070909083844","0.9711365741935372","10","422"
"sarsa_alpha0.3106500012732798_epsilon0.011803718353150972_epsilon_decay0.9343124138672212_seed30","sarsa","0.3106500012732798","0.011803718353150972","0.9343124138672212","30","100"
"sarsa_alpha0.29760661189646015_epsilon0.0585479102124223_epsilon_decay0.9039482324849976_seed40","sarsa","0.29760661189646015","0.0585479102124223","0.9039482324849976","40","162"
"sarsa_alpha0.8038793352765132_epsilon0.173153768786332_epsilon_decay0.9849244161595844_seed30","sarsa","0.8038793352765132","0.173153768786332","0.9849244161595844","30","67"
"sarsa_alpha0.6857444020427749_epsilon0.14732483397018248_epsilon_decay0.9382960892752884_seed40","sarsa","0.6857444020427749","0.14732483397018248","0.9382960892752884","40","87"
"sarsa_alpha0.2233328927514112_epsilon0.05103430801868663_epsilon_decay0.9736640247430838_seed50","sarsa","0.2233328927514112","0.05103430801868663","0.9736640247430838","50","76"
"sarsa_alpha0.15461962347598968_epsilon0.10851631323578648_epsilon_decay0.9450068312494389_seed50","sarsa","0.15461962347598968","0.10851631323578648","0.9450068312494389","50","215"
"sarsa_alpha0.8230607002391637_epsilon0.19164242788925703_epsilon_decay0.950514989224132_seed30","sarsa","0.8230607002391637","0.19164242788925703","0.950514989224132","30","178"
